Level,Spell Name,Spell Description,Skill,Mana,Tag,Class
1,Taunt,"Taunt your target, causing them to focus their attacks on you. Triggers cooldown of Martial abilities.",Mar,,Taunt,Spellblade
1,Throw,Throw a throwing weapon at your target. Requires throwing weapon.,Mar,0,Direct Damage | Physical,Spellblade
2,Minor Spellshield,"A magical shield encircles you, increasing your HP by 10, AC by 5, and Magic Resistance by 5.",Abj,10,+HP | +AC | Resist | Magic | (self only),Spellblade
3,Kick,"Kick your target, interrupting their casting, locking them out of that school of magic for 4 seconds.",Acr,,Interrupt,Spellblade
4,Infuse Weapon: Singe,"Infuse your weapon with fire, giving a chance each hit to proc Singe.",Alt,3,Direct Damage | Fire,Spellblade
5,Unstable Barrier,"Construct an unstable barrier, absorbing 12 damage received and granting you a chance to gain up to five stacks of Unstable Energy when hit for 15 seconds. Unstable Energy grants 2% Melee and Spell Damage per stack to the caster, and fades after 15 seconds.",Abj,,Absorb Damage Shield | (self only),Spellblade
6,Magic Protection,"Wards your target from the arcane, increasing their Magic Resistance by 5.",Abj,10,Resist | Magic,Spellblade
7,Shadowrift,"Step into a shadowy rift, teleporting you behind your enemy target.",Alt,15,Teleport | (self only),Spellblade
8,Infuse Weapon: Chilling Embrace,"Infuse your weapon with ice, giving a chance on each hit to proc Chilling Embrace, slowing your enemies Attack Speed by 2% per application, stacking up to 5 times for 30 seconds. Secondary slow. Does not stack with other secondary slows.",Alt,5,Slow,Spellblade
8,Flameburst,Bursts your target with flame for 4(L1) to 7(L4) points of Fire Damage.,Evo,15,Direct Damage | Fire,Spellblade
9,Electricity Protection,"Wards your target from shock, increasing their Electricity Resistance by 5.",Abj,10,Resist | Electricity,Spellblade
10,Invisibility,Shrouds your target with invisibility.,Div,20,Invisibility,Spellblade
11,Lesser Spellshield,"A magical shield encircles you, increasing your HP by 25, AC by 10, and Magic Resistance by 10.",Abj,25,+HP | +AC | Resist | Magic | (self only),Spellblade
12,Infuse Weapon: Flameburst,"Infuse your weapon with fire, giving a chance each hit to proc Flameburst.",Alt,10,Direct Damage | Fire,Spellblade
12,Unstable Barrier II,"Construct an unstable barrier, absorbing 30 damage received and granting you a chance to gain up to five stacks of Unstable Energy when hit for 15 seconds. Unstable Energy grants 2% Melee and Spell Damage per stack to the caster, and fades after 15 seconds..",Abj,25,Absorb Damage Shield | (self only),Spellblade
13,Infuse Weapon: Illumination,"Infuse your weapons with light, granting you a light source at the cost of 5 (L1) to 100 (L60) Mana every 6 seconds.",Abj,,Misc. | (self only),Spellblade
14,Root,"Roots emerge from the ground and cling to your target's feet, applying an Immobilize effect for up to 30 seconds. This effect has a chance to be removed by damage.",Alt,,Root,Spellblade
16,Infuse Weapon: Fireburst,"Infuse your weapon with fire, giving a chance each hit to proc Fireburst.",Alt,15,Direct Damage | Fire,Spellblade
16,Sense Magic,Grants your target the ability to see buff effect when you consider them.,Div,,Misc.,Spellblade
16,Spellshield,"A magical shield encircles you, increasing your HP by 50, AC by 15, and Magic Resistance by 15.",Abj,50,+HP | +AC | Resist | Magic | (self only),Spellblade
20,Fireburst,Bursts your target with fire for 15 points of Fire Damage.,Evo,15,Direct Damage | Fire,Spellblade
24,Greater Spellshield,"A magical shield encircles you, increasing your HP by 75, AC by 20, and Magic Resistance by 20.",Abj,,+HP | +AC | Resist | Magic | (self only),Spellblade
24,Infuse Weapon: Magmaburst,"Infuse your weapon with fire, giving a chance each hit to proc Magmaburst.",Alt,,Direct Damage | Fire,Spellblade
24,Unstable Barrier III,"Construct an unstable barrier, absorbing 125 damage received and granting you a chance to gain up to five stacks of Unstable Energy when hit for 15 seconds. Unstable Energy grants 2% Melee and Spell Damage per stack to the caster, and fades after 15 seconds.",Abj,85,Absorb Damage Shield | (self only),Spellblade
28,Infuse Weapon: Icy Embrace,"Infuse your weapon with ice, giving a chance on each hit to proc Icy Embrace, icy Embrace slows your enemies Attack Speed by 3% per application, stacking up to 5 times for 30 seconds.",Alt,,Slow,Spellblade
32,Exceptional Spellshield,"A magical shield encircles you, increasing your HP by 100, AC by 25, and Magic Resistance by 25.",Abj,,+HP | +AC | Resist | Magic | (self only),Spellblade
36,Infuse Weapon: Lavaburst,"Infuse your weapon with fire, giving a chance each hit to proc Lavaburst.",Alt,,Direct Damage | Fire,Spellblade
36,Magmaburst,Bursts your target with magma for 40 points of Fire Damage.,Evo,,Direct Damage | Fire,Spellblade
40,Arch Spellshield,"A magical shield encircles you, increasing your HP by 150, AC by 30, and Magic Resistance by 30.",Abj,,+HP | +AC | Resist | Magic | (self only),Spellblade
40,Unstable Barrier IV,"Construct an unstable barrier, absorbing 300 damage received and granting you a chance to gain up to five stacks of Unstable Energy when hit for 15 seconds. Unstable Energy grants 2% Melee and Spell Damage per stack to the caster, and fades after 15 seconds.",Abj,,Absorb Damage Shield | (self only),Spellblade
44,Electricity Resistance,"Greatly wards your target from shock, increasing their Electricity Resistance by 15.",Abj,,Resist | Electricity,Spellblade
44,Infuse Weapon: Wintery Embrace,"Infuse your weapon with Ice, giving a chance each hit to proc Wintery Embrace, slowing your enemies Attack Speed by 4% per application, stacking up to 5 times for 30 seconds. Secondary slow. Does not stack with other secondary slows.",Alt,,Slow,Spellblade
44,Lavaburst,Bursts your target with lava for 120 points of Fire Damage.,Evo,,Direct Damage | Fire,Spellblade
44,Magic Resistance,"Greatly wards your target from the arcane, increasing their Magic Resistance by 15.",Abj,,Resist | Magic,Spellblade
48,Infuse Weapon: Blaze,"Infuse your weapon with fire, giving a chance each hit to proc Blaze.",Alt,,Direct Damage | Fire,Spellblade
52,Blaze,Engulfs your target with a blaze for 200 points of Fire Damage.,Evo,,Direct Damage | Fire,Spellblade
55,Spellblade Animation,"Invoke the arcane, manifesting a friendly spellblade animation to fight alongside you for 30 seconds. This pet uses the ability Infuse Weapon: Fire.",,,Pet,Spellblade
56,Infuse Weapon: Frozen Embrace,"Infuse your weapon with Ice, giving a chance each hit to proc Frozen Embrace, slowing your enemies Attack Speed by 5% per application, stacking up to 5 times for 30 seconds. Secondary slow. Does not stack with other secondary slows.",Alt,,Slow,Spellblade
56,Infuse Weapon: Inferno,"Infuse your weapon with fire, giving a chance each hit to proc Inferno.",Alt,,Direct Damage | Fire,Spellblade
60,Inferno,Engulfs your target with an inferno for 325 points of Fire Damage.,Evo,,Direct Damage | Fire,Spellblade
60,Unstable Barrier V,"Construct an unstable barrier, absorbing 400 damage received and granting you a chance to gain up to five stacks of Unstable Energy when hit for 15 seconds. Unstable Energy grants 2% Melee and Spell Damage per stack to the caster, and fades after 15 seconds.",Abj,,Absorb Damage Shield | (self only),Spellblade
1,Corruption Protection,"Ward your target against subversion, increasing their Corruption Resistance by 5 for 1 hour.",Abj,10,Resist | Corruption,Cleric
1,Cure Disease,"Cure your target, removing one Disease effect.",Alt,10,Cure | Disease,Cleric
1,Cure Poison,"Cure your target, removing one Poison effect.",Alt,10,Cure | Poison,Cleric
1,Disease Protection,"Wards your target against sickness, increasing their Disease Resistance by 5 for 1 hour.",Abj,10,Resist | Disease,Cleric
1,Fear the Dead,"Fear a target undead, causing them to flee for 18 seconds.",Alt,10,Fear | (undead only),Cleric
1,Summon Hammer of the Righteous,"Summon a Hammer of the Righteous, granting you a chance to activate Holy Smite on melee hits while equipped.",Con,10,Direct Damage | Holy | (self only),Cleric
1,Holy Fortitude,"Bestow holy fortitude upon your target, increasing their maximum Health by 10 (L1) to 20 (L8) for 1 hour.",Abj,10,+HP,Cleric
1,Invisibility versus Undead,"Shrouds a target group member in darkness, rendering them unseen by the undead for 10 minutes.",Div,10,Invisibility | (undead only),Cleric
1,Minor Heal,"Gently heal your target, restoring 10 Health.",Alt,8,Direct Heal,Cleric
1,Placate,"Placate your target, reducing their Aggro Radius for 2 minutes.",Alt,10,Pacify,Cleric
1,Poison Protection,"Ward your target against toxins, increasing their Poison Resistance by 5 for 1 hour.",Abj,10,Resist | Poison,Cleric
1,Shock,"Shock your target with divine energy, dealing 3 (L1) to 5 (L4) Holy Damage.",Evo,9,Direct Damage | Holy,Cleric
1,Stun,"Shocks your target into a daze, stunning them for 4 seconds.",Evo,15,Stun,Cleric
1,Supplication,"Cry out in prayer, increasing your Strength by 2 (L1) to 10 (L20) and mana regeneration by 1 for 1 minute.",Abj,3,+STR | Mana Regen,Cleric
4,Blessed Barrier,"Call forth a blessed barrier to shield your target, absorbing 25 damage received for 15 seconds.",Abj,20,Absorb Damage Shield,Cleric
4,Blind,"Shroud the vision of your target, blinding them for 12 seconds.",Alt,15,Blind,Cleric
4,Chasten,"Chasten your target with divine energy, dealing 11 (L4) to 14 (L7) Holy Damage.",Evo,10,Direct Damage | Holy,Cleric
4,Cure Blindness,"Cure your target, removing one Blindness effect.",Alt,10,Cure | Blind,Cleric
4,Divine Aegis,"Surround yourself with a divine aegis, granting you immunity to all damage for 15 seconds. Inflicts Exhausted Soul, preventing the application of immunity effects for 30 seconds. Can be used while stunned, mesmerized, or feared.",Abj,15,Damage Reduction | Absorb Damage Shield | (self only),Cleric
4,Gate,Conjure a magical gate returning you to your bind location.,Alt,55,Gate | (self only),Cleric
4,Holy Strike,"Strike down your target with holy energy, dealing 50% (L1) to 100% (L60) Weapon Damage plus 1 (L1) to 15 (L60) Holy Damage, and 1 (L1) to 15 (L60) Physical Damage.",Evo,0,Direct Damage | Physical | Holy,Cleric
4,Impart Blessing,"Impart a blessing on your target, restoring 40 Health after 6 seconds.",Alt,20,Heal Over Time | Direct Heal,Cleric
4,Lesser Heal,"Lightly heal your target, restoring 25 Health.",Alt,20,Direct Heal,Cleric
4,Soulbind,"Bind the soul of a target group member to their current location, causing them to respawn there upon death. Has no effect in certain areas.",Alt,75,Bind,Cleric
4,Summon Food,"Summon a small amount of bread, providing you with sustenance.",Con,10,Conjure Food & Water,Cleric
4,Ward the Dead,"Ward off a target undead with a blast of energy, dealing 30 Holy Damage.",Evo,25,Direct Damage | Holy | (undead only),Cleric
8,Appease,"Appease your target, reducing their Aggro Radius for 2 minutes. This spell has a very slight chance to end early.",Alt,25,Pacify,Cleric
8,Chastise,"Chastise your target with divine energy, dealing 67 (L12) to 70 (L15) Holy Damage.",Evo,55,Direct Damage | Holy,Cleric
8,Dispel Magic,"Dispel magic from your target, removing one harmful effect.",Alt,50,Cure | Magic,Cleric
8,Heal,"Moderately heal your target, restoring 60 Health.",Alt,40,Direct Heal,Cleric
8,Holy Focus,"Bestow holy focus upon your target, increasing their maximum Health by 50 for 1 hour.",Abj,50,+HP,Cleric
8,Oath of Protection,"Swear a target group member to an oath of protection, granting them immunity to Physical Damage for 15 seconds. This spell inflicts Exhausted Soul upon expiration, preventing the applicaiton of immunity effects for 30 seconds.",Abj,15,Absorb Damage Shield,Cleric
8,Reanimation,"Reanimate a target corpse, restoring 15% Experience. Inflicts Resurrection Illness on the target, reducing all of their stats for 3 minutes.",Alt,125,Resurrection,Cleric
8,Root,"Root your target with verdant tendrils, immobilizing them for 30 seconds. Has a slight chance to be removed by damage.",Alt,15,Root,Cleric
8,Sense Magic,"Glaze the eyes of your target with a magical coating, granting them the ability to see magical effects when considering targets for 1 hour.",Div,20,Misc.,Cleric
8,Snare the Dead,"Bind a target undead with holy chains, decreasing their Movement Speed by 35% for 30 seconds.",Alt,10,Snare | (undead only),Cleric
12,Hallowed Barrier,"Calls forth a hallowed barrier to shield your target, absorbing 60 damage received for 15 seconds.",Abj,50,Absorb Damage Shield,Cleric
12,Impart Prayer,"Impart a prayer on your target, restoring 140 Health after 6 seconds.",Alt,60,Heal Over Time | Direct Heal,Cleric
12,Summon Drink,"Summons a small smount of water, providing you with sustenance.",Con,10,Conjure Food & Water,Cleric
16,Beset the Dead,"Beset a target undead with a blast of energy, dealing 90 Holy Damage.",Evo,50,Direct Damage | Holy | (undead only),Cleric
16,Summon Hammer of the Pious,"Summon a Hammer of the Pious, granting you a chance to activate Holy Smite on melee hits while equipped.",Con,30,Direct Damage | Holy | (self only),Cleric
16,Healing light,"Shine a healing light on targets in a frontal cone, restoring 60 health.",Alt,70,AoE | Direct Heal,Cleric
16,Oath of Freedom,"Swear a target group member to an oath of freedom, removing all Root and Snare effects and granting them immunity to them for 10 seconds.",Abj,15,Cure | Root | Snare,Cleric
16,Redemption,"Redeem a target corpse, restoring 25% Experience. Inflicts Resurrection Illness on the target, reducing all of their stats for 3 minutes.",Alt,150,Resurrection,Cleric
16,Reprisal,"Punish your target with divine energy, dealing 100 Holy Damage.",Evo,70,Direct Damage | Holy,Cleric
20,Cleanse Diseases,"Cleanse your target, removing two Disease effects.",Alt,50,Cure | Disease,Cleric
20,Cleanse Poisons,"Cleanse your target, removing two Poison effects.",Alt,50,Cure | Poison,Cleric
20,Conciliate,"Conciliate your target, reducing their Aggro Radius for 4 minutes. This spell has a very slight chance to end early.",Alt,45,Pacify,Cleric
20,Holy Valor,"Bestow holy valor upon your target, increasing their maximum Health by 125 for 30 minutes.",Abj,75,+HP,Cleric
20,Impart Devotion,"Impart devotion on your target, healing them for 300 Health after 6 seconds.",Alt,115,Heal Over Time | Direct Heal,Cleric
20,Inhibit Pain,"Inhibits the pain of a friendly target, reducing all damage received by 40% for 8 seconds.",Abj,30,Damage Reduction,Cleric
20,Supplication II,"Cry out in prayer, increasing your Strength by 15 (L20) to 25 (L40) and Mana Regeneration by 2 for 1 minute.",Abj,6,+STR | Mana Regen,Cleric
24,Consecrated Barrier,"Call forth a consecrated barrier to shield your target, absorbing 250 damage received for 15 seconds.",Abj,165,Absorb Damage Shield,Cleric
24,Corruption Resistance,"Greatly ward your target against subversion, increasing their Corruption Resistance by 15 for 1 hour.",Abj,40,Resist | Corruption,Cleric
24,Disease Resistance,"Greatly ward your target against subversion, increasing their Disease Resistance by 15 for 1 hour.",Abj,40,Resist | Disease,Cleric
24,Greater Heal,"Greatly heal your target, restoring 325 Health",Alt,150,Direct Heal,Cleric
24,Poison Resistance,"Greatly ward your target against toxins, increasing their Poison Resistance by 15 for 1 hour.",Abj,10,Resist | Poison,Cleric
24,Rebuke,"Rebuke your target with divine energy, dealing 135 Holy Damage.",Evo,90,Direct Damage | Holy,Cleric
24,Resuscitation,"Resuscitate a target corpse, restoring 35% Experience. Inflicts Resurrection Illness on the target, reducing all of their stats for 3 minutes.",Alt,200,Resurrection,Cleric
28,Impart Faith,"Impart faith on your target, restoring 600 Health after 6 seconds.",Alt,195,Heal Over Time | Direct Heal,Cleric
28,Rebuff the Dead,"Rebuff a target undead with a blast of energy, dealing 150 Holy Damage.",Evo,70,Direct Damage | Holy | (undead only),Cleric
32,Atonement,"Submit your target to holy judgment, granting them a chance to forget past transgressions. This spell has a chance to critically fail.",Alt,50,Aggro Reduction | Aggro Gen,Cleric
32,Conjure Drink,"Conjure a large amount of water, providing you with sustenance.",Con,20,Conjure Food & Water,Cleric
32,Conjure Food,"Conjure a large amount of bread, providing you with sustenance.",Con,20,Conjure Food & Water,Cleric
32,Summon Hammer of the Virtuous,"Summon a Hammer of the Virtuous, granting you a chance to activate Holy Smite on melee hits while equipped.",Con,60,Direct Damage | Holy | (self only),Cleric
32,Holy Resilience,"Bestow holy resilience upon your target, increasing their maximum Health by 175 for 1 hour.",Abj,100,+HP,Cleric
32,Judgement,"Judge your target with divine energy, dealing 200 Holy Damage.",Evo,110,Direct Damage | Holy,Cleric
36,Exalted Barrier,"Call forth an exalted barrier to shield your target, absorbing 600 Damage received for 15 seconds.",Abj,200,Absorb Damage Shield,Cleric
36,Exceptional Heal,"Strongly heal your target, restoring 600 Health.",Alt,230,Direct Heal,Cleric
36,Healing Gleam,"Shine a healing light on targets in a frontal cone, restoring 325 Health.",Alt,325,AoE | Direct Heal,Cleric
36,Reawaken,"Reawaken a target corpse, restoring 50% Experience. Inflicts Resurrection Illness on the target, reducing all of their stats for 3 minutes.",Alt,275,Resurrection,Cleric
40,Abolish Magic,"Dispel magic from your target, removing two harmful effects.",Alt,100,Cure | Magic,Cleric
40,Beleaguer the Dead,"Beleaguer a target undead with a blast of energy, dealing 245 Holy Damage.",Evo,95,Direct Damage | Holy | (undead only),Cleric
40,Impart Favor,"Impart favor on your target, restoring 1200 Health after 6 seconds.",Alt,330,Direct Heal,Cleric
40,Propitiate,"Propitiate your target, reducing their Aggro Radius for 5 minutes. This spell has a very slight chance to end early.",Alt,90,Pacify,Cleric
40,Smite,"Smite your target with divine energy, dealing 250 Holy Damage.",Evo,125,Direct Damage | Holy,Cleric
40,Supplication III,"Cry out in prayer, increasing your Strength by 30 (L40) to 40 (L60) and Mana Regeneration by 3 for 1 minute.",Abj,9,+STR | Mana Regen,Cleric
44,Holy Resolve,"Bestow holy resolve upon your target, increasing their maximum Health by 250 for 1 hour.",Abj,150,+HP,Cleric
48,Healing Brilliance,"Shine a brilliant light on targets in a frontal cone, restoring 600 Health.",Alt,780,AoE | Direct Heal,Cleric
48,Summon Hammer of the Divine,"Summon a Hammer of the Divine, granting you a chance to activate Holy Smite on melee hits while equipped.",Con,125,Direct Damage | Holy | (self only),Cleric
48,Reckoning,"Condemn your target with divine energy, dealing 325 Holy Damage.",Evo,150,Direct Damage | Holy,Cleric
48,Revival,"Revive a target corpse, restoring 75% Experience. Inflicts Resurrection Illness on the target, reducing all of their stats for 3 minutes.",Alt,350,Resurrection,Cleric
48,Sacred Barrier,"Call forth a sacred barrier to shield your target, absorbing 800 damage received for 15 seconds.",Abj,255,Absorb Damage Shield,Cleric
50,Supplication IV,"Cry out in prayer, increasing your Strength by 50 and Mana Regeneration by 4 for 1 minute.",Abj,12,+STR | Mana Regen,Cleric
52,Assail the Dead,"Assail a target undead with a blast of energy, dealing 525 Holy Damage.",Evo,165,Direct Damage | Holy | (undead only),Cleric
52,Impart Sanctity,"Impart sanctity on your target, restoring 1800 Health after 6 seconds.",Alt,500,Heal Over Time | Direct Heal,Cleric
55,Resurrection,"Resurrect a target corpse, restoring 95% Experience. Inflicts Resurrection Illness on the target, reducing all of their stats for 3 minutes.",Alt,,Resurrection,Cleric
56,Healing Radiance,"Shine a radiant light on targets in a frontal cone, restoring 950 Health.",Alt,,AoE | Direct Heal,Cleric
56,Holy Resolution,"Bestow holy resolution upon your target, increasing their maximum Health by 500 for 1 hour.",Abj,,+HP,Cleric
56,Retribution,"Exact retributon upon your target with divine energy, dealing 400 Holy Damage.",Evo,175,Direct Damage | Holy,Cleric
60,Devastate the Dead,"Devastate a target undead with a blast of energy, dealing 900 Holy Damage.",Evo,,Direct Damage | Holy | (undead only),Cleric
60,Summon Hammer of the Heavens,"Summon a Hammer of the Heavens, granting you a chance to activate Holy Smite on melee hits while equipped.",Con,,Direct Damage | Holy | (self only),Cleric
60,Vengeance,"Exact vengeance upon your target with divine energy, dealing 450 Holy Damage.",Evo,,Direct Damage | Holy,Cleric
1,Burning Embers,"Burns your target for 60 seconds, dealing 1 Fire Damage every 6 seconds and decreasing AC by 1. Max 3 Stacks. This spell does not stack with itself or any others in the same line. Requires Fire Beetle Eye.",Evo,5,Damage Over Time | Fire | Physical Damage Vulnerability,Druid
1,Cold Protection,"Wards your target from frost, increasing their Cold Resistance by 5.",Abj,10,Resist | Cold,Druid
1,Fear Beast,"Fears an enemy beast, causing them to run away in terror. Doing damage has a small chance to break this effect early.",Alt,20,Fear | (animals only),Druid
1,Fire Protection,"Wards your target from heat, increasing their Fire Resistance by 5",Abj,10,Resist | Fire,Druid
1,Invisibility versus Animals,Shrouds your target with invisibility versus animals.,Div,20,Invisibility | (animals only),Druid
1,Minor Heal,"Slightly heals the wounds of a friendly target, healing them for 10 Health.",Alt,8,Direct Heal,Druid
1,Moon Flame,"Channel moon energy, inflicting flames for 3 (L1) to 5 (L4) points of Fire Damage.",Evo,8,Direct Damage | Fire,Druid
1,Polar Align: North,Magically faces caster North.,Div,5,Misc. | (self only),Druid
1,Twisting Roots,"Large roots emerge from the ground and cling to your target's feet, applying an Immobilize effect for 30 Seconds. This effect has a chance to be removed by Damage.",Alt,15,Root,Druid
1,Woodskin,"Solidifies the skin of a friendly target, increasing their Armor class by 5.",Abj,10,+AC,Druid
4,Camouflage,"Camouflage a target group member in nature's shroud, rendering them unseen by the living for 10 minutes.",Div,20,Invisibility,Druid
4,Cure Blindness,Cures target of blind effects,Alt,30,Cure | Blind,Druid
4,Cure Disease,Cures target of disease effects,Alt,30,Cure | Disease,Druid
4,Cure Poison,Cures target of poison effects,Alt,50,Cure | Poison,Druid
4,Element Break,"Breaks your target's resistance to the elements, decreasing their Cold, Electricity, Fire and Magic Resistance by 1 (L1) to 2 (L8). This spell is unresistable if the target is not immune to magic or it can otherwise be landed normally.",Alt,10,Lower Resistance | Cold | Electricity | Fire | Magic,Druid
4,Gate,Teleport yourself to your bind location.,Alt,55,Gate | (self only),Druid
4,Lesser Heal,"Lightly heals the wounds of a friendly target, healing them for 25 Health.",Alt,20,Direct Heal,Druid
4,Lull Beasts,"Placates an aggressive beast, greatly reducing the range of their social and proximity aggro for 2 minutes. Has no effect on an already aggroed target. This ability has a slight chance to fail and cause primary and social aggro. It also has a slight chance of ending early.",Alt,10,Pacify | (animals only),Druid
4,Moon Fire,"Unleash moon fire upon your target, dealing 11 (L4) to 14 (L7) points of Fire Damage.",Evo,8,Direct Damage | Fire,Druid
4,Poison Protection,"Wards your target from toxins, increasing their Poison Resistance by 5.",Abj,10,Resist | Poison,Druid
4,Snare,"Several small roots emerge from the ground and cling to your target's feet, decreasing their Movement Speed by 35% for 30 seconds.",Alt,10,Snare,Druid
4,Snaring Vines,Snaring Vines lower the movement speed of nearby enemies for 8 seconds. This ability shares a cooldown with other in the same line.,Alt,15,AoE | Snare,Druid
4,Soulbind,Binds your target's soul to their current location. Not guaranteed to work everywhere.,Alt,75,Bind,Druid
4,Touch of Nature,"Touch a friendly target with a touch of nature, healing them for 20 Health and an additional 10 Health per tick for 12 seconds, for a total of 40 Health.",Alt,20,Heal Over Time | Direct Heal,Druid
4,Unity,"Placates a target and any 3 nearby entities, reducing the range of their social and proximity aggro for 2 minutes. Has no effect on an already aggroed target.",Alt,30,AoE | Pacify,Druid
8,Dispel Magic,Removes a harmful magical effect from your current target.,Alt,25,Cure | Magic,Druid
8,Enduring Breath,Grants your target the ability to breath underwater.,Alt,30,Enduring Breath,Druid
8,Eth'El's Strength,Increases the Strength of a friendly target by 5.,Alt,30,+STR,Druid
8,Heal,"Moderately heals the wounds of a friendly target, healing them for 60 Health.",Alt,40,Direct Heal,Druid
8,Minor Regeneration,"Causes your target to regenerate, increasing their Health Regeneration by 2.",Alt,25,Health Regen,Druid
8,Moon Embers,"Channel moon energy, unleashing embers on an enemy target for 30 points of Fire Damage.",Evo,30,Direct Damage | Fire,Druid
8,Nature's Respite,"Call upon nature to grant your target respite, restoring 40 (L4) to 900 (L52) Health.",Alt,20,Direct Heal,Druid
8,Prickly Barrier,"Surrounds your target with a prickly barrier, providing a Damage Shield with 5 Damage Per Hit.",Abj,25,Damage Shield,Druid
8,Prickly Tunic,"Surrounds yourself with a prickly barrier, providing 10 AC and a Damage Shield with 1 Damage Per Hit.",Abj,15,+AC | Damage Shield,Druid
8,See Invisibility,"Glaze the eyes of your target with a magical coating, granting them the ability to see invisible entities.",Div,20,Misc.,Druid
8,Sense Magic,Grants your target the ability to see buff effect when you consider them.,Div,20,Misc.,Druid
8,Snaring Bonds,"Roots all nearby targets with snaring bonds, immobilizing them for 4 seconds. This spell shares a cooldown with others in the same line.",Alt,15,AoE | Root,Druid
8,Speed of the Wild,"Bestows the Speed of the Wild, increasing the Movement Speed of a friendly target by 40% (L8) to 60% (L60).",Alt,20,Movement Speed,Druid
12,Charm Beast,"Charms a beast target, forcing them to fight for you for up to 5 minutes (L1) to 20 minutes (L60). This Ability has a high chance of breaking early.",Alt,60,Charm | (animals only),Druid
12,Element Splinter,"Splinters your target's resistance to the elements, decreasing their Cold, Electricity, Fire and Magic Resistance by 3 (L12) to 4 (L16). This spell is unresistable if the target is not immune to magic.",Alt,25,Lower Resistance | Cold | Electricity | Fire | Magic,Druid
12,Encircling Roots,"Encircle your target and those around it with roots, immobilizing them for up to 30 seconds. This spell cannot be resisted unless the target is immune to Root effects. This spell has a slight chance to be removed by damage.",Alt,75,AoE | Root,Druid
12,Insect Swarm,"Engulf your target with an insect swarm, dealing 10 Poison Damage every 6 seconds for 60 Seconds.",Con,50,Damage Over Time | Poison,Druid
12,Jackal Form,"Shapeshift into a Jackal, increasing your Movement Speed by 40% (L8) to 60% (L60) for 30 minutes.",Alt,50,Movement Speed | Shapeshift | (self only),Druid
12,Scorching Embers,"Burns your target for 60 seconds, dealing 3 Fire Damage every 6 seconds and decreasing AC by 6. Max 3 stacks. This spell does not stack with itself or any others in the same line. Requires Fire Beetle Eye.",Evo,10,Damage Over Time | Fire | Physical Damage Vulnerability,Druid
12,Summon Drink,Summon water.,Con,10,Conjure Food & Water,Druid
12,Summon Food,Summon a slice of bread.,Con,10,Conjure Food & Water,Druid
12,Touch of Earth,"Touch a friendly target with a touch of earth, healing them for 70 Health, and an additional 35 Health every 6 seconds for 12 seconds, for a total of 140 Health.",Alt,60,Heal Over Time | Direct Heal,Druid
12,Unification,"Placate your target, reducing their Proximity Aggro for 2 minutes. This spell can only be used outdoors. This spell cannot be resisted. This spell has a very slight chance to end early. This spell has no effect on Social Aggro. This spell is limited to one target.",Alt,15,Pacify,Druid
12,Wolf Form,"Shapeshift into a Wolf, increasing your Movement Speed by 40% (L8) to 60% (L60) for 30 minutes.",Alt,50,Movement Speed | Shapeshift | (self only),Druid
16,Exodus,Evacuate yourself to a safe location in the current zone.,Alt,70,Teleport | (self only),Druid
16,Preservation,"Preserve a target beast corpse, restoring it to life.",Alt,,Resurrection | (animals only) | (pet only),Druid
16,Ring of Evershade Weald,"Teleport yourself, relocating to Evershade Weald.",Alt,125,Teleport | (self only),Druid
16,Stoneskin,"Solidifies the skin of a friendly target, increasing their Armor Class by 10.",Abj,30,+AC,Druid
16,Summon: Cureberries,"Summon a handful of cureberries, removing one Disease and one Poison effect when consumed.",Con,,Cure | Disease | Poison,Druid
16,Ring of Sungreet Strand,"Teleport yourself, relocating to Sungreet Strand.",Alt,125,Teleport | (self only),Druid
20,Bristly Barrier,"Surrounds your target with a bristly barrier, providing a Damage Shield with 10 Damage Per hit for 10 minutes.",Abj,,Damage Shield,Druid
20,Greater Camouflage,"Camouflage a target group member in natures shroud, rendering them unseen by the living.",Div,,Invisibility,Druid
20,Grip of Nature,Grip of Nature applies an Immobilize effect for 60 seconds on enemies who attack the caster.,Alt,,Root,Druid
20,Lesser Regeneration,"Cause your target to regenerate, increasing their Health regeneration by 5 for 30 minutes.",Alt,,Health Regen,Druid
20,Moon Burst,"Channel moon energy, inflicting a burst for 100 points of Fire Damage.",Evo,,Direct Damage | Fire,Druid
20,Stinging Swarm,"Engulf your target with a stinging swarm, dealing 20 Poison Damage every 6 seconds for 60 seconds.",Con,,Damage Over Time | Poison,Druid
20,Touch of Healing,"Touch a friendly target with a touch of healing, healing them for 150 Health, and an additional 75 Health every 6 seconds for 12 seconds, for a total of 300 health.",Alt,,Heal Over Time | Direct Heal,Druid
20,Whispers of Eth-es,"Bless your target with the whispers of Eth-es, increasing their Mana Regeneration by 400% for 24 seconds.",Alt,,Mana Regen,Druid
24,Beguile Beast,"Charms a beast target, forcing them to fight for you for up to 5 minutes (L1) to 20 minutes (L60). This Ability has a high chance of breaking early.",Alt,60,Charm | (animals only),Druid
24,Cleanse Diseases,Removes two disease effects.,Alt,,Cure | Disease,Druid
24,Cleanse Poisons,removes two poison effects.,Alt,,Cure | Poison,Druid
24,Cold Resistance,"Greatly wards your target from frost, increasing their Cold Resistance by 15.",Abj,,Resist | Cold,Druid
